,overs,runs,wickets,total,difference
103,4.1,27.0,1.0,192.0,165.0
106,4.2,27.0,1.0,192.0,165.0
105,4.3,27.0,1.0,192.0,165.0
100,4.4,27.0,1.0,192.0,165.0
99,4.5,28.0,1.0,192.0,164.0
102,4.6,34.0,1.0,192.0,158.0
120,5.1,38.0,1.0,192.0,154.0
101,5.2,39.0,1.0,192.0,153.0
121,5.3,44.0,1.0,192.0,148.0
122,5.4,46.0,1.0,192.0,146.0
104,5.5,50.0,1.0,192.0,142.0
127,5.6,51.0,1.0,192.0,141.0
129,5.7,52.0,1.0,192.0,140.0
6,6.1,53.0,1.0,192.0,139.0
31,6.2,54.0,1.0,192.0,138.0
30,6.3,54.0,1.0,192.0,138.0
29,6.4,55.0,1.0,192.0,137.0
28,6.5,55.0,1.0,192.0,137.0
51,6.6,56.0,1.0,192.0,136.0
3,7.1,60.0,1.0,192.0,132.0
0,7.2,60.0,1.0,192.0,132.0
26,7.3,60.0,1.0,192.0,132.0
32,7.4,61.0,1.0,192.0,131.0
33,7.5,61.0,1.0,192.0,131.0
78,7.6,65.0,1.0,192.0,127.0
53,8.1,69.0,1.0,192.0,123.0
55,8.2,70.0,1.0,192.0,122.0
54,8.3,71.0,1.0,192.0,121.0
57,8.4,77.0,1.0,192.0,115.0
56,8.5,78.0,1.0,192.0,114.0
59,8.6,79.0,1.0,192.0,113.0
58,8.7,80.0,1.0,192.0,112.0
61,8.8,81.0,1.0,192.0,111.0
60,8.9,82.0,1.0,192.0,110.0
68,9.1,82.0,1.0,192.0,110.0
69,9.2,83.0,1.0,192.0,109.0
70,9.3,84.0,1.0,192.0,108.0
64,9.4,85.0,1.0,192.0,107.0
65,9.5,86.0,1.0,192.0,106.0
66,9.6,87.0,1.0,192.0,105.0
67,9.7,88.0,1.0,192.0,104.0
63,9.8,88.0,1.0,192.0,104.0
83,0.1,0.0,0.0,163.0,163.0
85,0.2,0.0,0.0,163.0,163.0
84,0.3,0.0,0.0,163.0,163.0
87,0.4,0.0,0.0,163.0,163.0
86,0.5,0.0,0.0,163.0,163.0
88,0.6,0.0,0.0,163.0,163.0
80,1.1,0.0,0.0,163.0,163.0
81,1.2,1.0,0.0,163.0,162.0
82,1.3,2.0,0.0,163.0,161.0
76,1.4,2.0,0.0,163.0,161.0
77,1.5,2.0,0.0,163.0,161.0
78,1.6,3.0,0.0,163.0,160.0
8,10.1,60.0,2.0,163.0,103.0
10,10.2,61.0,2.0,163.0,102.0
9,10.3,61.0,2.0,163.0,102.0
12,10.4,62.0,2.0,163.0,101.0
11,10.5,63.0,2.0,163.0,100.0
13,10.6,65.0,2.0,163.0,98.0
106,11.1,71.0,2.0,163.0,92.0
107,11.2,77.0,2.0,163.0,86.0
108,11.3,78.0,2.0,163.0,85.0
103,11.4,79.0,2.0,163.0,84.0
104,11.5,80.0,2.0,163.0,83.0
105,11.6,84.0,2.0,163.0,79.0
2,12.1,85.0,2.0,163.0,78.0
26,12.2,89.0,2.0,163.0,74.0
22,12.3,93.0,2.0,163.0,70.0
7,12.4,94.0,2.0,163.0,69.0
46,12.5,95.0,2.0,163.0,68.0
5,12.6,96.0,2.0,163.0,67.0
94,13.1,100.0,2.0,163.0,63.0
92,13.2,101.0,2.0,163.0,62.0
93,13.3,102.0,2.0,163.0,61.0
90,13.4,106.0,2.0,163.0,57.0
91,13.5,108.0,2.0,163.0,55.0
89,13.6,108.0,2.0,163.0,55.0
24,14.1,114.0,2.0,163.0,49.0
27,14.2,118.0,2.0,163.0,45.0
25,14.3,124.0,2.0,163.0,39.0
20,14.4,125.0,2.0,163.0,38.0
21,14.5,127.0,2.0,163.0,36.0
23,14.6,129.0,2.0,163.0,34.0
118,15.1,130.0,2.0,163.0,33.0
119,15.2,131.0,3.0,163.0,32.0
120,15.3,132.0,3.0,163.0,31.0
121,15.4,132.0,3.0,163.0,31.0
68,15.5,132.0,3.0,163.0,31.0
123,15.6,132.0,3.0,163.0,31.0
19,16.1,133.0,3.0,163.0,30.0
18,16.2,133.0,3.0,163.0,30.0
17,16.3,134.0,3.0,163.0,29.0
16,16.4,135.0,3.0,163.0,28.0
15,16.5,139.0,3.0,163.0,24.0
14,16.6,140.0,3.0,163.0,23.0
111,17.1,140.0,3.0,163.0,23.0
109,17.2,141.0,3.0,163.0,22.0
110,17.3,142.0,3.0,163.0,21.0
113,17.4,142.0,4.0,163.0,21.0
114,17.5,142.0,4.0,163.0,21.0
112,17.6,146.0,4.0,163.0,17.0
70,18.1,148.0,4.0,163.0,15.0
72,18.2,152.0,4.0,163.0,11.0
71,18.3,152.0,5.0,163.0,11.0
74,18.4,152.0,6.0,163.0,11.0
73,18.5,153.0,6.0,163.0,10.0
75,18.6,154.0,6.0,163.0,9.0
51,19.1,155.0,6.0,163.0,8.0
47,19.10,163.0,6.0,163.0,0.0
69,19.2,156.0,6.0,163.0,7.0
58,19.3,157.0,6.0,163.0,6.0
48,19.4,157.0,6.0,163.0,6.0
49,19.5,158.0,6.0,163.0,5.0
50,19.6,159.0,6.0,163.0,4.0
79,19.7,160.0,6.0,163.0,3.0
65,19.8,161.0,6.0,163.0,2.0
66,19.9,162.0,6.0,163.0,1.0
42,2.1,3.0,0.0,163.0,160.0
41,2.2,7.0,0.0,163.0,156.0
40,2.3,8.0,0.0,163.0,155.0
45,2.4,8.0,0.0,163.0,155.0
44,2.5,9.0,0.0,163.0,154.0
43,2.6,11.0,0.0,163.0,152.0
39,3.1,11.0,0.0,163.0,152.0
37,3.2,12.0,0.0,163.0,151.0
38,3.3,13.0,0.0,163.0,150.0
35,3.4,17.0,0.0,163.0,146.0
36,3.5,21.0,0.0,163.0,142.0
34,3.6,22.0,0.0,163.0,141.0
99,4.1,23.0,0.0,163.0,140.0
102,4.2,23.0,0.0,163.0,140.0
101,4.3,24.0,0.0,163.0,139.0
96,4.4,24.0,0.0,163.0,139.0
95,4.5,28.0,0.0,163.0,135.0
98,4.6,28.0,0.0,163.0,135.0
115,5.1,28.0,0.0,163.0,135.0
97,5.2,29.0,0.0,163.0,134.0
116,5.3,30.0,0.0,163.0,133.0
117,5.4,34.0,0.0,163.0,129.0
100,5.5,38.0,0.0,163.0,125.0
122,5.6,39.0,0.0,163.0,124.0
124,5.7,39.0,0.0,163.0,124.0
6,6.1,40.0,0.0,163.0,123.0
31,6.2,41.0,0.0,163.0,122.0
4,6.3,41.0,0.0,163.0,122.0
29,6.4,42.0,0.0,163.0,121.0
28,6.5,42.0,0.0,163.0,121.0
1,6.6,42.0,0.0,163.0,121.0
3,7.1,43.0,0.0,163.0,120.0
0,7.2,44.0,0.0,163.0,119.0
67,7.3,48.0,0.0,163.0,115.0
32,7.4,48.0,0.0,163.0,115.0
33,7.5,49.0,0.0,163.0,114.0
30,7.6,50.0,0.0,163.0,113.0
52,8.1,51.0,1.0,163.0,112.0
54,8.2,51.0,1.0,163.0,112.0
53,8.3,52.0,1.0,163.0,111.0
56,8.4,54.0,1.0,163.0,109.0
55,8.5,55.0,1.0,163.0,108.0
57,8.6,56.0,1.0,163.0,107.0
62,9.1,56.0,1.0,163.0,107.0
63,9.2,56.0,2.0,163.0,107.0
64,9.3,56.0,2.0,163.0,107.0
59,9.4,56.0,2.0,163.0,107.0
60,9.5,57.0,2.0,163.0,106.0
61,9.6,58.0,2.0,163.0,105.0
79,0.1,1.0,0.0,126.0,125.0
81,0.2,2.0,0.0,126.0,124.0
80,0.3,3.0,0.0,126.0,123.0
83,0.4,4.0,0.0,126.0,122.0
82,0.5,5.0,0.0,126.0,121.0
84,0.6,6.0,0.0,126.0,120.0
76,1.1,6.0,0.0,126.0,120.0
77,1.2,6.0,0.0,126.0,120.0
78,1.3,6.0,0.0,126.0,120.0
73,1.4,6.0,0.0,126.0,120.0
74,1.5,7.0,0.0,126.0,119.0
75,1.6,8.0,0.0,126.0,118.0
8,10.1,68.0,1.0,126.0,58.0
10,10.2,72.0,1.0,126.0,54.0
9,10.3,73.0,1.0,126.0,53.0
12,10.4,74.0,1.0,126.0,52.0
11,10.5,76.0,1.0,126.0,50.0
13,10.6,76.0,1.0,126.0,50.0
103,11.1,78.0,1.0,126.0,48.0
104,11.2,79.0,1.0,126.0,47.0
105,11.3,80.0,1.0,126.0,46.0
99,11.4,81.0,2.0,126.0,45.0
100,11.5,82.0,2.0,126.0,44.0
101,11.6,84.0,2.0,126.0,42.0
102,11.7,84.0,2.0,126.0,42.0
2,12.1,84.0,2.0,126.0,42.0
26,12.2,84.0,2.0,126.0,42.0
22,12.3,85.0,2.0,126.0,41.0
7,12.4,86.0,2.0,126.0,40.0
46,12.5,87.0,2.0,126.0,39.0
5,12.6,87.0,2.0,126.0,39.0
90,13.1,88.0,2.0,126.0,38.0
88,13.2,92.0,2.0,126.0,34.0
89,13.3,94.0,2.0,126.0,32.0
86,13.4,94.0,2.0,126.0,32.0
87,13.5,95.0,2.0,126.0,31.0
85,13.6,95.0,2.0,126.0,31.0
24,14.1,95.0,3.0,126.0,31.0
27,14.2,96.0,3.0,126.0,30.0
25,14.3,97.0,3.0,126.0,29.0
20,14.4,97.0,3.0,126.0,29.0
21,14.5,97.0,3.0,126.0,29.0
23,14.6,98.0,3.0,126.0,28.0
115,15.1,98.0,3.0,126.0,28.0
116,15.2,99.0,3.0,126.0,27.0
117,15.3,100.0,3.0,126.0,26.0
118,15.4,100.0,4.0,126.0,26.0
65,15.5,101.0,4.0,126.0,25.0
120,15.6,102.0,4.0,126.0,24.0
19,16.1,102.0,4.0,126.0,24.0
18,16.2,102.0,4.0,126.0,24.0
17,16.3,102.0,4.0,126.0,24.0
16,16.4,103.0,4.0,126.0,23.0
15,16.5,103.0,4.0,126.0,23.0
14,16.6,103.0,4.0,126.0,23.0
108,17.1,104.0,4.0,126.0,22.0
106,17.2,108.0,4.0,126.0,18.0
107,17.3,109.0,4.0,126.0,17.0
110,17.4,109.0,5.0,126.0,17.0
111,17.5,109.0,5.0,126.0,17.0
109,17.6,111.0,5.0,126.0,15.0
67,18.1,112.0,5.0,126.0,14.0
69,18.2,113.0,5.0,126.0,13.0
68,18.3,113.0,6.0,126.0,13.0
71,18.4,114.0,6.0,126.0,12.0
70,18.5,115.0,6.0,126.0,11.0
72,18.6,115.0,6.0,126.0,11.0
50,19.1,121.0,6.0,126.0,5.0
66,19.2,121.0,7.0,126.0,5.0
57,19.3,122.0,7.0,126.0,4.0
47,19.4,123.0,7.0,126.0,3.0
48,19.5,125.0,7.0,126.0,1.0
49,19.6,126.0,7.0,126.0,0.0
42,2.1,9.0,0.0,126.0,117.0
41,2.2,9.0,0.0,126.0,117.0
40,2.3,15.0,0.0,126.0,111.0
45,2.4,16.0,0.0,126.0,110.0
44,2.5,20.0,0.0,126.0,106.0
43,2.6,21.0,0.0,126.0,105.0
39,3.1,22.0,0.0,126.0,104.0
37,3.2,26.0,0.0,126.0,100.0
38,3.3,26.0,0.0,126.0,100.0
35,3.4,30.0,0.0,126.0,96.0
36,3.5,30.0,0.0,126.0,96.0
34,3.6,30.0,0.0,126.0,96.0
95,4.1,30.0,0.0,126.0,96.0
98,4.2,30.0,0.0,126.0,96.0
97,4.3,31.0,0.0,126.0,95.0
92,4.4,31.0,0.0,126.0,95.0
91,4.5,35.0,0.0,126.0,91.0
94,4.6,35.0,0.0,126.0,91.0
112,5.1,36.0,0.0,126.0,90.0
93,5.2,37.0,0.0,126.0,89.0
113,5.3,37.0,0.0,126.0,89.0
114,5.4,37.0,0.0,126.0,89.0
96,5.5,37.0,1.0,126.0,89.0
119,5.6,39.0,1.0,126.0,87.0
6,6.1,41.0,1.0,126.0,85.0
31,6.2,45.0,1.0,126.0,81.0
4,6.3,46.0,1.0,126.0,80.0
29,6.4,47.0,1.0,126.0,79.0
28,6.5,47.0,1.0,126.0,79.0
1,6.6,48.0,1.0,126.0,78.0
3,7.1,49.0,1.0,126.0,77.0
0,7.2,51.0,1.0,126.0,75.0
64,7.3,51.0,1.0,126.0,75.0
32,7.4,51.0,1.0,126.0,75.0
33,7.5,52.0,1.0,126.0,74.0
30,7.6,53.0,1.0,126.0,73.0
51,8.1,54.0,1.0,126.0,72.0
53,8.2,58.0,1.0,126.0,68.0
52,8.3,58.0,1.0,126.0,68.0
55,8.4,59.0,1.0,126.0,67.0
54,8.5,60.0,1.0,126.0,66.0
56,8.6,61.0,1.0,126.0,65.0
61,9.1,62.0,1.0,126.0,64.0
62,9.2,63.0,1.0,126.0,63.0
63,9.3,64.0,1.0,126.0,62.0
58,9.4,65.0,1.0,126.0,61.0
59,9.5,66.0,1.0,126.0,60.0
60,9.6,67.0,1.0,126.0,59.0
82,0.1,0.0,0.0,189.0,189.0
84,0.2,1.0,0.0,189.0,188.0
83,0.3,1.0,0.0,189.0,188.0
86,0.4,2.0,0.0,189.0,187.0
85,0.5,4.0,0.0,189.0,185.0
87,0.6,5.0,0.0,189.0,184.0
79,1.1,5.0,0.0,189.0,184.0
80,1.2,9.0,0.0,189.0,180.0
81,1.3,9.0,0.0,189.0,180.0
75,1.4,9.0,0.0,189.0,180.0
76,1.5,13.0,0.0,189.0,176.0
77,1.6,15.0,0.0,189.0,174.0
8,10.1,62.0,2.0,189.0,127.0
10,10.2,62.0,2.0,189.0,127.0
9,10.3,63.0,2.0,189.0,126.0
12,10.4,64.0,2.0,189.0,125.0
11,10.5,64.0,2.0,189.0,125.0
13,10.6,64.0,2.0,189.0,125.0
106,11.1,64.0,2.0,189.0,125.0
107,11.2,65.0,2.0,189.0,124.0
108,11.3,67.0,2.0,189.0,122.0
102,11.4,67.0,3.0,189.0,122.0
103,11.5,70.0,3.0,189.0,119.0
104,11.6,75.0,3.0,189.0,114.0
105,11.7,75.0,3.0,189.0,114.0
2,12.1,76.0,3.0,189.0,113.0
27,12.2,77.0,3.0,189.0,112.0
23,12.3,77.0,3.0,189.0,112.0
7,12.4,83.0,3.0,189.0,106.0
47,12.5,89.0,3.0,189.0,100.0
5,12.6,89.0,3.0,189.0,100.0
93,13.1,90.0,3.0,189.0,99.0
91,13.2,93.0,3.0,189.0,96.0
92,13.3,93.0,3.0,189.0,96.0
89,13.4,93.0,3.0,189.0,96.0
90,13.5,97.0,3.0,189.0,92.0
88,13.6,99.0,3.0,189.0,90.0
25,14.1,100.0,3.0,189.0,89.0
28,14.2,100.0,3.0,189.0,89.0
26,14.3,101.0,3.0,189.0,88.0
21,14.4,102.0,3.0,189.0,87.0
22,14.5,103.0,3.0,189.0,86.0
24,14.6,107.0,3.0,189.0,82.0
119,15.1,113.0,3.0,189.0,76.0
120,15.2,117.0,3.0,189.0,72.0
121,15.3,118.0,3.0,189.0,71.0
122,15.4,121.0,3.0,189.0,68.0
66,15.5,122.0,3.0,189.0,67.0
124,15.6,122.0,3.0,189.0,67.0
20,16.1,123.0,3.0,189.0,66.0
19,16.2,124.0,3.0,189.0,65.0
18,16.3,129.0,3.0,189.0,60.0
17,16.4,133.0,3.0,189.0,56.0
16,16.5,134.0,3.0,189.0,55.0
15,16.6,135.0,3.0,189.0,54.0
14,16.7,136.0,3.0,189.0,53.0
111,17.1,137.0,3.0,189.0,52.0
109,17.2,138.0,3.0,189.0,51.0
110,17.3,144.0,3.0,189.0,45.0
114,17.4,148.0,3.0,189.0,41.0
115,17.5,149.0,3.0,189.0,40.0
112,17.6,149.0,3.0,189.0,40.0
113,17.7,153.0,3.0,189.0,36.0
68,18.1,155.0,3.0,189.0,34.0
70,18.2,156.0,3.0,189.0,33.0
69,18.3,157.0,3.0,189.0,32.0
72,18.4,158.0,3.0,189.0,31.0
71,18.5,164.0,3.0,189.0,25.0
74,18.6,168.0,3.0,189.0,21.0
73,18.7,174.0,3.0,189.0,15.0
51,19.1,176.0,3.0,189.0,13.0
67,19.2,178.0,3.0,189.0,11.0
58,19.3,179.0,3.0,189.0,10.0
48,19.4,180.0,3.0,189.0,9.0
49,19.5,181.0,3.0,189.0,8.0
50,19.6,185.0,3.0,189.0,4.0
78,19.7,189.0,3.0,189.0,0.0
43,2.1,15.0,0.0,189.0,174.0
42,2.2,19.0,0.0,189.0,170.0
41,2.3,20.0,0.0,189.0,169.0
46,2.4,21.0,0.0,189.0,168.0
45,2.5,22.0,0.0,189.0,167.0
44,2.6,23.0,0.0,189.0,166.0
40,3.1,23.0,0.0,189.0,166.0
38,3.2,23.0,0.0,189.0,166.0
39,3.3,23.0,0.0,189.0,166.0
36,3.4,23.0,1.0,189.0,166.0
37,3.5,24.0,1.0,189.0,165.0
35,3.6,25.0,1.0,189.0,164.0
98,4.1,25.0,1.0,189.0,164.0
101,4.2,25.0,1.0,189.0,164.0
100,4.3,26.0,1.0,189.0,163.0
95,4.4,27.0,1.0,189.0,162.0
94,4.5,27.0,1.0,189.0,162.0
97,4.6,27.0,1.0,189.0,162.0
116,5.1,28.0,1.0,189.0,161.0
96,5.2,29.0,1.0,189.0,160.0
117,5.3,29.0,1.0,189.0,160.0
118,5.4,33.0,1.0,189.0,156.0
99,5.5,33.0,1.0,189.0,156.0
123,5.6,37.0,1.0,189.0,152.0
6,6.1,38.0,1.0,189.0,151.0
32,6.2,38.0,1.0,189.0,151.0
4,6.3,39.0,1.0,189.0,150.0
30,6.4,39.0,1.0,189.0,150.0
29,6.5,40.0,1.0,189.0,149.0
1,6.6,40.0,1.0,189.0,149.0
3,7.1,44.0,1.0,189.0,145.0
0,7.2,48.0,1.0,189.0,141.0
65,7.3,49.0,1.0,189.0,140.0
33,7.4,49.0,1.0,189.0,140.0
34,7.5,49.0,1.0,189.0,140.0
31,7.6,50.0,1.0,189.0,139.0
52,8.1,52.0,1.0,189.0,137.0
54,8.2,52.0,1.0,189.0,137.0
53,8.3,56.0,1.0,189.0,133.0
56,8.4,56.0,1.0,189.0,133.0
55,8.5,57.0,1.0,189.0,132.0
57,8.6,57.0,1.0,189.0,132.0
62,9.1,58.0,1.0,189.0,131.0
63,9.2,60.0,1.0,189.0,129.0
64,9.3,60.0,1.0,189.0,129.0
59,9.4,60.0,2.0,189.0,129.0
60,9.5,61.0,2.0,189.0,128.0
61,9.6,62.0,2.0,189.0,127.0
79,0.1,0.0,0.0,146.0,146.0
81,0.2,0.0,1.0,146.0,146.0
80,0.3,0.0,1.0,146.0,146.0
83,0.4,1.0,1.0,146.0,145.0
82,0.5,1.0,1.0,146.0,145.0
84,0.6,1.0,1.0,146.0,145.0
76,1.1,1.0,1.0,146.0,145.0
77,1.2,1.0,2.0,146.0,145.0
78,1.3,1.0,2.0,146.0,145.0
73,1.4,1.0,2.0,146.0,145.0
74,1.5,1.0,2.0,146.0,145.0
75,1.6,2.0,2.0,146.0,144.0
8,10.1,50.0,2.0,146.0,96.0
10,10.2,50.0,2.0,146.0,96.0
9,10.3,50.0,2.0,146.0,96.0
12,10.4,51.0,2.0,146.0,95.0
11,10.5,52.0,2.0,146.0,94.0
13,10.6,53.0,2.0,146.0,93.0
102,11.1,54.0,2.0,146.0,92.0
103,11.2,54.0,2.0,146.0,92.0
104,11.3,55.0,2.0,146.0,91.0
99,11.4,56.0,2.0,146.0,90.0
100,11.5,60.0,2.0,146.0,86.0
101,11.6,61.0,2.0,146.0,85.0
2,12.1,65.0,2.0,146.0,81.0
26,12.2,66.0,2.0,146.0,80.0
22,12.3,67.0,2.0,146.0,79.0
7,12.4,73.0,2.0,146.0,73.0
46,12.5,73.0,2.0,146.0,73.0
5,12.6,74.0,2.0,146.0,72.0
90,13.1,75.0,2.0,146.0,71.0
88,13.2,75.0,2.0,146.0,71.0
89,13.3,76.0,2.0,146.0,70.0
86,13.4,76.0,2.0,146.0,70.0
87,13.5,77.0,2.0,146.0,69.0
85,13.6,81.0,2.0,146.0,65.0
24,14.1,83.0,2.0,146.0,63.0
27,14.2,84.0,2.0,146.0,62.0
25,14.3,86.0,2.0,146.0,60.0
20,14.4,87.0,2.0,146.0,59.0
21,14.5,89.0,2.0,146.0,57.0
23,14.6,95.0,2.0,146.0,51.0
114,15.1,95.0,2.0,146.0,51.0
115,15.2,95.0,2.0,146.0,51.0
116,15.3,96.0,2.0,146.0,50.0
117,15.4,97.0,2.0,146.0,49.0
65,15.5,98.0,2.0,146.0,48.0
119,15.6,99.0,2.0,146.0,47.0
19,16.1,100.0,2.0,146.0,46.0
18,16.2,101.0,2.0,146.0,45.0
17,16.3,105.0,2.0,146.0,41.0
16,16.4,109.0,2.0,146.0,37.0
15,16.5,110.0,2.0,146.0,36.0
14,16.6,110.0,2.0,146.0,36.0
107,17.1,111.0,2.0,146.0,35.0
105,17.2,115.0,2.0,146.0,31.0
106,17.3,119.0,2.0,146.0,27.0
109,17.4,121.0,2.0,146.0,25.0
110,17.5,122.0,2.0,146.0,24.0
108,17.6,123.0,2.0,146.0,23.0
67,18.1,125.0,2.0,146.0,21.0
69,18.2,125.0,2.0,146.0,21.0
68,18.3,126.0,2.0,146.0,20.0
71,18.4,126.0,2.0,146.0,20.0
70,18.5,130.0,2.0,146.0,16.0
72,18.6,132.0,2.0,146.0,14.0
50,19.1,136.0,2.0,146.0,10.0
66,19.2,137.0,2.0,146.0,9.0
57,19.3,139.0,2.0,146.0,7.0
47,19.4,140.0,2.0,146.0,6.0
48,19.5,144.0,2.0,146.0,2.0
49,19.6,146.0,2.0,146.0,0.0
42,2.1,2.0,2.0,146.0,144.0
41,2.2,2.0,2.0,146.0,144.0
40,2.3,3.0,2.0,146.0,143.0
45,2.4,3.0,2.0,146.0,143.0
44,2.5,7.0,2.0,146.0,139.0
43,2.6,7.0,2.0,146.0,139.0
39,3.1,7.0,2.0,146.0,139.0
37,3.2,8.0,2.0,146.0,138.0
38,3.3,9.0,2.0,146.0,137.0
35,3.4,10.0,2.0,146.0,136.0
36,3.5,14.0,2.0,146.0,132.0
34,3.6,14.0,2.0,146.0,132.0
95,4.1,14.0,2.0,146.0,132.0
98,4.2,14.0,2.0,146.0,132.0
97,4.3,14.0,2.0,146.0,132.0
92,4.4,16.0,2.0,146.0,130.0
91,4.5,17.0,2.0,146.0,129.0
94,4.6,18.0,2.0,146.0,128.0
111,5.1,24.0,2.0,146.0,122.0
93,5.2,24.0,2.0,146.0,122.0
112,5.3,25.0,2.0,146.0,121.0
113,5.4,26.0,2.0,146.0,120.0
96,5.5,27.0,2.0,146.0,119.0
118,5.6,28.0,2.0,146.0,118.0
6,6.1,28.0,2.0,146.0,118.0
31,6.2,29.0,2.0,146.0,117.0
4,6.3,30.0,2.0,146.0,116.0
29,6.4,34.0,2.0,146.0,112.0
28,6.5,38.0,2.0,146.0,108.0
1,6.6,39.0,2.0,146.0,107.0
3,7.1,39.0,2.0,146.0,107.0
0,7.2,40.0,2.0,146.0,106.0
64,7.3,40.0,2.0,146.0,106.0
32,7.4,40.0,2.0,146.0,106.0
33,7.5,41.0,2.0,146.0,105.0
30,7.6,42.0,2.0,146.0,104.0
51,8.1,43.0,2.0,146.0,103.0
53,8.2,44.0,2.0,146.0,102.0
52,8.3,44.0,2.0,146.0,102.0
55,8.4,45.0,2.0,146.0,101.0
54,8.5,45.0,2.0,146.0,101.0
56,8.6,46.0,2.0,146.0,100.0
61,9.1,47.0,2.0,146.0,99.0
62,9.2,48.0,2.0,146.0,98.0
63,9.3,49.0,2.0,146.0,97.0
58,9.4,50.0,2.0,146.0,96.0
59,9.5,50.0,2.0,146.0,96.0
60,9.6,50.0,2.0,146.0,96.0
82,0.1,0.0,0.0,168.0,168.0
84,0.2,0.0,0.0,168.0,168.0
83,0.3,1.0,0.0,168.0,167.0
86,0.4,2.0,0.0,168.0,166.0
85,0.5,3.0,0.0,168.0,165.0
87,0.6,3.0,0.0,168.0,165.0
79,1.1,7.0,0.0,168.0,161.0
80,1.2,7.0,0.0,168.0,161.0
81,1.3,7.0,0.0,168.0,161.0
76,1.4,8.0,0.0,168.0,160.0
77,1.5,9.0,0.0,168.0,159.0
78,1.6,9.0,0.0,168.0,159.0
8,10.1,57.0,2.0,168.0,111.0
10,10.2,58.0,2.0,168.0,110.0
9,10.3,59.0,2.0,168.0,109.0
12,10.4,65.0,2.0,168.0,103.0
11,10.5,66.0,2.0,168.0,102.0
13,10.6,67.0,2.0,168.0,101.0
107,11.1,67.0,2.0,168.0,101.0
108,11.2,69.0,2.0,168.0,99.0
109,11.3,70.0,2.0,168.0,98.0
104,11.4,70.0,2.0,168.0,98.0
105,11.5,74.0,2.0,168.0,94.0
106,11.6,75.0,2.0,168.0,93.0
2,12.1,77.0,2.0,168.0,91.0
27,12.2,78.0,2.0,168.0,90.0
22,12.3,78.0,2.0,168.0,90.0
7,12.4,78.0,2.0,168.0,90.0
47,12.5,79.0,2.0,168.0,89.0
5,12.6,79.0,3.0,168.0,89.0
4,12.7,80.0,3.0,168.0,88.0
95,13.1,80.0,3.0,168.0,88.0
93,13.2,80.0,3.0,168.0,88.0
94,13.3,81.0,3.0,168.0,87.0
91,13.4,82.0,3.0,168.0,86.0
92,13.5,87.0,3.0,168.0,81.0
89,13.6,89.0,3.0,168.0,79.0
90,13.7,90.0,3.0,168.0,78.0
88,13.8,91.0,3.0,168.0,77.0
25,14.1,92.0,3.0,168.0,76.0
28,14.2,92.0,3.0,168.0,76.0
26,14.3,93.0,3.0,168.0,75.0
20,14.4,97.0,3.0,168.0,71.0
21,14.5,97.0,3.0,168.0,71.0
24,14.6,99.0,3.0,168.0,69.0
23,14.7,100.0,3.0,168.0,68.0
120,15.1,101.0,3.0,168.0,67.0
121,15.2,103.0,3.0,168.0,65.0
122,15.3,109.0,3.0,168.0,59.0
123,15.4,113.0,3.0,168.0,55.0
67,15.5,114.0,3.0,168.0,54.0
125,15.6,116.0,3.0,168.0,52.0
19,16.1,117.0,3.0,168.0,51.0
18,16.2,117.0,3.0,168.0,51.0
17,16.3,118.0,3.0,168.0,50.0
16,16.4,119.0,3.0,168.0,49.0
15,16.5,120.0,3.0,168.0,48.0
14,16.6,124.0,3.0,168.0,44.0
112,17.1,124.0,3.0,168.0,44.0
110,17.2,130.0,3.0,168.0,38.0
111,17.3,131.0,3.0,168.0,37.0
114,17.4,137.0,3.0,168.0,31.0
115,17.5,139.0,3.0,168.0,29.0
113,17.6,140.0,3.0,168.0,28.0
69,18.1,140.0,3.0,168.0,28.0
71,18.2,141.0,3.0,168.0,27.0
70,18.3,142.0,3.0,168.0,26.0
73,18.4,146.0,3.0,168.0,22.0
72,18.5,146.0,3.0,168.0,22.0
75,18.6,152.0,3.0,168.0,16.0
51,19.1,153.0,3.0,168.0,15.0
68,19.2,155.0,3.0,168.0,13.0
59,19.3,155.0,3.0,168.0,13.0
48,19.4,156.0,3.0,168.0,12.0
49,19.5,162.0,3.0,168.0,6.0
50,19.6,168.0,3.0,168.0,0.0
43,2.1,13.0,0.0,168.0,155.0
42,2.2,13.0,0.0,168.0,155.0
41,2.3,17.0,0.0,168.0,151.0
46,2.4,19.0,0.0,168.0,149.0
45,2.5,19.0,0.0,168.0,149.0
44,2.6,23.0,0.0,168.0,145.0
40,3.1,23.0,0.0,168.0,145.0
38,3.2,24.0,0.0,168.0,144.0
39,3.3,24.0,0.0,168.0,144.0
36,3.4,25.0,0.0,168.0,143.0
37,3.5,25.0,0.0,168.0,143.0
35,3.6,26.0,0.0,168.0,142.0
100,4.1,28.0,0.0,168.0,140.0
103,4.2,29.0,0.0,168.0,139.0
102,4.3,29.0,0.0,168.0,139.0
97,4.4,33.0,0.0,168.0,135.0
96,4.5,34.0,0.0,168.0,134.0
99,4.6,35.0,0.0,168.0,133.0
98,4.7,35.0,0.0,168.0,133.0
116,5.1,35.0,0.0,168.0,133.0
117,5.2,35.0,1.0,168.0,133.0
118,5.3,39.0,1.0,168.0,129.0
119,5.4,40.0,1.0,168.0,128.0
101,5.5,44.0,1.0,168.0,124.0
124,5.6,44.0,1.0,168.0,124.0
6,6.1,44.0,1.0,168.0,124.0
