,overs,runs,wickets,total,difference
2,12.1,98.0,4.0,166.0,68.0
26,12.2,98.0,4.0,166.0,68.0
22,12.3,98.0,4.0,166.0,68.0
7,12.4,100.0,4.0,166.0,66.0
46,12.5,101.0,4.0,166.0,65.0
31,12.6,101.0,4.0,166.0,65.0
92,13.1,107.0,4.0,166.0,59.0
90,13.2,107.0,4.0,166.0,59.0
91,13.3,111.0,4.0,166.0,55.0
88,13.4,112.0,4.0,166.0,54.0
89,13.5,112.0,4.0,166.0,54.0
87,13.6,112.0,4.0,166.0,54.0
24,14.1,113.0,4.0,166.0,53.0
27,14.2,113.0,4.0,166.0,53.0
25,14.3,113.0,4.0,166.0,53.0
20,14.4,114.0,4.0,166.0,52.0
21,14.5,114.0,4.0,166.0,52.0
23,14.6,115.0,4.0,166.0,51.0
116,15.1,121.0,4.0,166.0,45.0
117,15.2,127.0,4.0,166.0,39.0
118,15.3,127.0,4.0,166.0,39.0
119,15.4,128.0,4.0,166.0,38.0
66,15.5,128.0,4.0,166.0,38.0
121,15.6,128.0,4.0,166.0,38.0
19,16.1,128.0,4.0,166.0,38.0
18,16.2,129.0,4.0,166.0,37.0
17,16.3,135.0,4.0,166.0,31.0
16,16.4,136.0,4.0,166.0,30.0
15,16.5,136.0,5.0,166.0,30.0
14,16.6,136.0,5.0,166.0,30.0
109,17.1,136.0,5.0,166.0,30.0
107,17.2,136.0,6.0,166.0,30.0
108,17.3,136.0,6.0,166.0,30.0
111,17.4,136.0,7.0,166.0,30.0
112,17.5,136.0,7.0,166.0,30.0
110,17.6,138.0,7.0,166.0,28.0
68,18.1,140.0,7.0,166.0,26.0
70,18.2,141.0,7.0,166.0,25.0
69,18.3,145.0,7.0,166.0,21.0
72,18.4,147.0,7.0,166.0,19.0
71,18.5,148.0,7.0,166.0,18.0
73,18.6,149.0,8.0,166.0,17.0
51,19.1,153.0,8.0,166.0,13.0
67,19.2,155.0,8.0,166.0,11.0
58,19.3,156.0,8.0,166.0,10.0
48,19.4,156.0,8.0,166.0,10.0
49,19.5,158.0,8.0,166.0,8.0
50,19.6,162.0,8.0,166.0,4.0
77,19.7,166.0,8.0,166.0,0.0
42,2.1,10.0,0.0,166.0,156.0
41,2.2,10.0,0.0,166.0,156.0
40,2.3,10.0,0.0,166.0,156.0
45,2.4,16.0,0.0,166.0,150.0
44,2.5,16.0,0.0,166.0,150.0
43,2.6,16.0,0.0,166.0,150.0
39,3.1,20.0,0.0,166.0,146.0
37,3.2,20.0,0.0,166.0,146.0
38,3.3,20.0,0.0,166.0,146.0
35,3.4,20.0,0.0,166.0,146.0
36,3.5,24.0,0.0,166.0,142.0
34,3.6,24.0,0.0,166.0,142.0
97,4.1,24.0,0.0,166.0,142.0
100,4.2,24.0,0.0,166.0,142.0
99,4.3,28.0,0.0,166.0,138.0
94,4.4,34.0,0.0,166.0,132.0
93,4.5,34.0,1.0,166.0,132.0
96,4.6,38.0,1.0,166.0,128.0
113,5.1,39.0,1.0,166.0,127.0
95,5.2,45.0,1.0,166.0,121.0
114,5.3,49.0,1.0,166.0,117.0
115,5.4,53.0,1.0,166.0,113.0
98,5.5,53.0,1.0,166.0,113.0
120,5.6,54.0,1.0,166.0,112.0
6,6.1,55.0,1.0,166.0,111.0
47,6.2,56.0,1.0,166.0,110.0
4,6.3,56.0,2.0,166.0,110.0
29,6.4,56.0,2.0,166.0,110.0
28,6.5,57.0,2.0,166.0,109.0
1,6.6,59.0,2.0,166.0,107.0
3,7.1,60.0,2.0,166.0,106.0
0,7.2,61.0,2.0,166.0,105.0
65,7.3,64.0,2.0,166.0,102.0
32,7.4,64.0,3.0,166.0,102.0
33,7.5,68.0,3.0,166.0,98.0
30,7.6,69.0,3.0,166.0,97.0
5,7.7,70.0,3.0,166.0,96.0
52,8.1,71.0,3.0,166.0,95.0
54,8.2,71.0,3.0,166.0,95.0
53,8.3,72.0,3.0,166.0,94.0
56,8.4,73.0,3.0,166.0,93.0
55,8.5,73.0,3.0,166.0,93.0
57,8.6,73.0,4.0,166.0,93.0
62,9.1,73.0,4.0,166.0,93.0
63,9.2,77.0,4.0,166.0,89.0
64,9.3,81.0,4.0,166.0,85.0
59,9.4,82.0,4.0,166.0,84.0
60,9.5,82.0,4.0,166.0,84.0
61,9.6,82.0,4.0,166.0,84.0
81,0.1,0.0,0.0,142.0,142.0
83,0.2,0.0,0.0,142.0,142.0
82,0.3,1.0,0.0,142.0,141.0
85,0.4,1.0,0.0,142.0,141.0
84,0.5,1.0,0.0,142.0,141.0
86,0.6,1.0,0.0,142.0,141.0
78,1.1,1.0,0.0,142.0,141.0
79,1.2,1.0,0.0,142.0,141.0
80,1.3,7.0,0.0,142.0,135.0
74,1.4,7.0,0.0,142.0,135.0
75,1.5,9.0,0.0,142.0,133.0
76,1.6,9.0,1.0,142.0,133.0
8,10.1,45.0,4.0,142.0,97.0
10,10.2,45.0,4.0,142.0,97.0
9,10.3,45.0,4.0,142.0,97.0
12,10.4,49.0,4.0,142.0,93.0
11,10.5,53.0,4.0,142.0,89.0
13,10.6,54.0,4.0,142.0,88.0
104,11.1,56.0,4.0,142.0,86.0
105,11.2,56.0,4.0,142.0,86.0
106,11.3,57.0,4.0,142.0,85.0
101,11.4,58.0,4.0,142.0,84.0
102,11.5,59.0,4.0,142.0,83.0
103,11.6,60.0,4.0,142.0,82.0
2,12.1,60.0,5.0,142.0,82.0
26,12.2,60.0,5.0,142.0,82.0
22,12.3,60.0,5.0,142.0,82.0
7,12.4,61.0,5.0,142.0,81.0
46,12.5,62.0,5.0,142.0,80.0
5,12.6,62.0,5.0,142.0,80.0
92,13.1,63.0,5.0,142.0,79.0
90,13.2,64.0,5.0,142.0,78.0
91,13.3,65.0,5.0,142.0,77.0
88,13.4,66.0,5.0,142.0,76.0
89,13.5,67.0,5.0,142.0,75.0
87,13.6,68.0,5.0,142.0,74.0
24,14.1,69.0,5.0,142.0,73.0
27,14.2,70.0,5.0,142.0,72.0
25,14.3,71.0,5.0,142.0,71.0
20,14.4,71.0,5.0,142.0,71.0
21,14.5,72.0,5.0,142.0,70.0
23,14.6,73.0,5.0,142.0,69.0
116,15.1,73.0,5.0,142.0,69.0
117,15.2,74.0,5.0,142.0,68.0
118,15.3,80.0,5.0,142.0,62.0
119,15.4,81.0,5.0,142.0,61.0
66,15.5,82.0,5.0,142.0,60.0
121,15.6,82.0,5.0,142.0,60.0
19,16.1,82.0,6.0,142.0,60.0
18,16.2,83.0,6.0,142.0,59.0
17,16.3,83.0,6.0,142.0,59.0
16,16.4,89.0,6.0,142.0,53.0
15,16.5,90.0,6.0,142.0,52.0
14,16.6,90.0,6.0,142.0,52.0
109,17.1,96.0,6.0,142.0,46.0
107,17.2,102.0,6.0,142.0,40.0
108,17.3,106.0,6.0,142.0,36.0
111,17.4,110.0,6.0,142.0,32.0
112,17.5,114.0,6.0,142.0,28.0
110,17.6,116.0,6.0,142.0,26.0
68,18.1,118.0,6.0,142.0,24.0
70,18.2,122.0,6.0,142.0,20.0
69,18.3,123.0,6.0,142.0,19.0
72,18.4,123.0,7.0,142.0,19.0
71,18.5,124.0,7.0,142.0,18.0
73,18.6,128.0,7.0,142.0,14.0
50,19.1,129.0,7.0,142.0,13.0
67,19.2,129.0,8.0,142.0,13.0
57,19.3,130.0,8.0,142.0,12.0
47,19.4,131.0,8.0,142.0,11.0
48,19.5,133.0,8.0,142.0,9.0
49,19.6,140.0,8.0,142.0,2.0
77,19.7,142.0,8.0,142.0,0.0
42,2.1,9.0,1.0,142.0,133.0
41,2.2,11.0,1.0,142.0,131.0
40,2.3,11.0,1.0,142.0,131.0
45,2.4,11.0,1.0,142.0,131.0
44,2.5,11.0,1.0,142.0,131.0
43,2.6,15.0,1.0,142.0,127.0
39,3.1,15.0,1.0,142.0,127.0
37,3.2,15.0,1.0,142.0,127.0
38,3.3,15.0,1.0,142.0,127.0
35,3.4,16.0,1.0,142.0,126.0
36,3.5,16.0,1.0,142.0,126.0
34,3.6,16.0,1.0,142.0,126.0
97,4.1,17.0,1.0,142.0,125.0
100,4.2,19.0,1.0,142.0,123.0
99,4.3,23.0,1.0,142.0,119.0
94,4.4,23.0,1.0,142.0,119.0
93,4.5,23.0,1.0,142.0,119.0
96,4.6,23.0,1.0,142.0,119.0
113,5.1,23.0,2.0,142.0,119.0
95,5.2,23.0,2.0,142.0,119.0
114,5.3,23.0,2.0,142.0,119.0
115,5.4,23.0,2.0,142.0,119.0
98,5.5,25.0,2.0,142.0,117.0
120,5.6,25.0,2.0,142.0,117.0
6,6.1,26.0,2.0,142.0,116.0
31,6.2,30.0,2.0,142.0,112.0
4,6.3,34.0,2.0,142.0,108.0
29,6.4,34.0,2.0,142.0,108.0
28,6.5,34.0,2.0,142.0,108.0
1,6.6,34.0,2.0,142.0,108.0
3,7.1,35.0,2.0,142.0,107.0
0,7.2,36.0,2.0,142.0,106.0
65,7.3,36.0,2.0,142.0,106.0
32,7.4,36.0,2.0,142.0,106.0
33,7.5,36.0,2.0,142.0,106.0
30,7.6,36.0,3.0,142.0,106.0
51,8.1,40.0,3.0,142.0,102.0
53,8.2,40.0,3.0,142.0,102.0
52,8.3,41.0,3.0,142.0,101.0
55,8.4,42.0,3.0,142.0,100.0
54,8.5,42.0,3.0,142.0,100.0
56,8.6,43.0,3.0,142.0,99.0
62,9.1,44.0,3.0,142.0,98.0
63,9.2,45.0,3.0,142.0,97.0
64,9.3,45.0,4.0,142.0,97.0
58,9.4,45.0,4.0,142.0,97.0
59,9.5,45.0,4.0,142.0,97.0
60,9.6,45.0,4.0,142.0,97.0
61,9.7,45.0,4.0,142.0,97.0
81,0.1,1.0,0.0,208.0,207.0
83,0.2,1.0,0.0,208.0,207.0
82,0.3,1.0,0.0,208.0,207.0
85,0.4,1.0,0.0,208.0,207.0
84,0.5,5.0,0.0,208.0,203.0
87,0.6,5.0,0.0,208.0,203.0
86,0.7,7.0,0.0,208.0,201.0
78,1.1,7.0,0.0,208.0,201.0
79,1.2,8.0,0.0,208.0,200.0
80,1.3,8.0,0.0,208.0,200.0
75,1.4,12.0,0.0,208.0,196.0
76,1.5,12.0,0.0,208.0,196.0
77,1.6,16.0,0.0,208.0,192.0
8,10.1,88.0,2.0,208.0,120.0
10,10.2,89.0,2.0,208.0,119.0
9,10.3,90.0,2.0,208.0,118.0
12,10.4,91.0,2.0,208.0,117.0
11,10.5,95.0,2.0,208.0,113.0
13,10.6,96.0,2.0,208.0,112.0
106,11.1,96.0,2.0,208.0,112.0
107,11.2,97.0,2.0,208.0,111.0
108,11.3,101.0,2.0,208.0,107.0
126,11.4,105.0,2.0,208.0,103.0
103,11.5,110.0,2.0,208.0,98.0
104,11.6,111.0,2.0,208.0,97.0
105,11.7,112.0,2.0,208.0,96.0
2,12.1,113.0,2.0,208.0,95.0
26,12.2,113.0,2.0,208.0,95.0
47,12.3,114.0,2.0,208.0,94.0
7,12.4,118.0,2.0,208.0,90.0
46,12.5,119.0,2.0,208.0,89.0
5,12.6,123.0,2.0,208.0,85.0
93,13.1,123.0,2.0,208.0,85.0
91,13.2,124.0,2.0,208.0,84.0
92,13.3,130.0,2.0,208.0,78.0
89,13.4,130.0,2.0,208.0,78.0
90,13.5,131.0,2.0,208.0,77.0
88,13.6,137.0,2.0,208.0,71.0
24,14.1,139.0,2.0,208.0,69.0
27,14.2,140.0,2.0,208.0,68.0
25,14.3,141.0,2.0,208.0,67.0
20,14.4,143.0,2.0,208.0,65.0
21,14.5,143.0,2.0,208.0,65.0
23,14.6,143.0,3.0,208.0,65.0
118,15.1,144.0,3.0,208.0,64.0
119,15.2,148.0,3.0,208.0,60.0
120,15.3,148.0,3.0,208.0,60.0
121,15.4,152.0,3.0,208.0,56.0
66,15.5,153.0,3.0,208.0,55.0
123,15.6,157.0,3.0,208.0,51.0
124,15.7,158.0,3.0,208.0,50.0
19,16.1,162.0,3.0,208.0,46.0
18,16.2,163.0,3.0,208.0,45.0
17,16.3,164.0,3.0,208.0,44.0
16,16.4,165.0,3.0,208.0,43.0
15,16.5,167.0,3.0,208.0,41.0
14,16.6,168.0,3.0,208.0,40.0
111,17.1,172.0,3.0,208.0,36.0
109,17.2,173.0,3.0,208.0,35.0
110,17.3,177.0,3.0,208.0,31.0
113,17.4,181.0,3.0,208.0,27.0
114,17.5,182.0,3.0,208.0,26.0
112,17.6,182.0,3.0,208.0,26.0
68,18.1,182.0,3.0,208.0,26.0
70,18.2,187.0,3.0,208.0,21.0
69,18.3,187.0,3.0,208.0,21.0
72,18.4,188.0,3.0,208.0,20.0
71,18.5,192.0,3.0,208.0,16.0
74,18.6,194.0,3.0,208.0,14.0
73,18.7,194.0,4.0,208.0,14.0
51,19.1,200.0,4.0,208.0,8.0
67,19.2,201.0,4.0,208.0,7.0
58,19.3,205.0,4.0,208.0,3.0
48,19.4,206.0,4.0,208.0,2.0
49,19.5,206.0,5.0,208.0,2.0
50,19.6,208.0,5.0,208.0,0.0
42,2.1,16.0,0.0,208.0,192.0
41,2.2,20.0,0.0,208.0,188.0
40,2.3,26.0,0.0,208.0,182.0
45,2.4,26.0,0.0,208.0,182.0
44,2.5,30.0,0.0,208.0,178.0
43,2.6,34.0,0.0,208.0,174.0
39,3.1,34.0,1.0,208.0,174.0
37,3.2,34.0,1.0,208.0,174.0
38,3.3,34.0,1.0,208.0,174.0
35,3.4,34.0,1.0,208.0,174.0
36,3.5,34.0,1.0,208.0,174.0
34,3.6,35.0,1.0,208.0,173.0
98,4.1,35.0,1.0,208.0,173.0
101,4.2,35.0,1.0,208.0,173.0
100,4.3,39.0,1.0,208.0,169.0
95,4.4,39.0,2.0,208.0,169.0
94,4.5,39.0,2.0,208.0,169.0
97,4.6,40.0,2.0,208.0,168.0
115,5.1,41.0,2.0,208.0,167.0
96,5.2,42.0,2.0,208.0,166.0
116,5.3,46.0,2.0,208.0,162.0
117,5.4,50.0,2.0,208.0,158.0
99,5.5,51.0,2.0,208.0,157.0
122,5.6,52.0,2.0,208.0,156.0
125,5.7,53.0,2.0,208.0,155.0
102,5.8,53.0,2.0,208.0,155.0
6,6.1,53.0,2.0,208.0,155.0
31,6.2,54.0,2.0,208.0,154.0
4,6.3,55.0,2.0,208.0,153.0
29,6.4,55.0,2.0,208.0,153.0
28,6.5,56.0,2.0,208.0,152.0
1,6.6,58.0,2.0,208.0,150.0
22,6.7,59.0,2.0,208.0,149.0
3,7.1,59.0,2.0,208.0,149.0
0,7.2,60.0,2.0,208.0,148.0
65,7.3,61.0,2.0,208.0,147.0
32,7.4,62.0,2.0,208.0,146.0
33,7.5,63.0,2.0,208.0,145.0
30,7.6,64.0,2.0,208.0,144.0
52,8.1,64.0,2.0,208.0,144.0
54,8.2,64.0,2.0,208.0,144.0
53,8.3,65.0,2.0,208.0,143.0
56,8.4,69.0,2.0,208.0,139.0
55,8.5,70.0,2.0,208.0,138.0
57,8.6,72.0,2.0,208.0,136.0
62,9.1,72.0,2.0,208.0,136.0
63,9.2,73.0,2.0,208.0,135.0
64,9.3,79.0,2.0,208.0,129.0
59,9.4,80.0,2.0,208.0,128.0
60,9.5,81.0,2.0,208.0,127.0
61,9.6,82.0,2.0,208.0,126.0
84,0.1,0.0,0.0,214.0,214.0
86,0.2,4.0,0.0,214.0,210.0
85,0.3,4.0,0.0,214.0,210.0
88,0.4,4.0,0.0,214.0,210.0
87,0.5,8.0,0.0,214.0,206.0
89,0.6,12.0,0.0,214.0,202.0
81,1.1,13.0,0.0,214.0,201.0
82,1.2,14.0,0.0,214.0,200.0
83,1.3,18.0,0.0,214.0,196.0
77,1.4,18.0,0.0,214.0,196.0
78,1.5,18.0,0.0,214.0,196.0
79,1.6,22.0,0.0,214.0,192.0
8,10.1,86.0,3.0,214.0,128.0
10,10.2,87.0,3.0,214.0,127.0
9,10.3,87.0,3.0,214.0,127.0
12,10.4,88.0,3.0,214.0,126.0
11,10.5,89.0,3.0,214.0,125.0
14,10.6,95.0,3.0,214.0,119.0
13,10.7,99.0,3.0,214.0,115.0
107,11.1,99.0,3.0,214.0,115.0
108,11.2,100.0,3.0,214.0,114.0
109,11.3,101.0,3.0,214.0,113.0
104,11.4,101.0,3.0,214.0,113.0
105,11.5,102.0,3.0,214.0,112.0
106,11.6,108.0,3.0,214.0,106.0
2,12.1,109.0,3.0,214.0,105.0
28,12.2,111.0,3.0,214.0,103.0
23,12.3,117.0,3.0,214.0,97.0
35,12.4,118.0,3.0,214.0,96.0
48,12.5,118.0,3.0,214.0,96.0
5,12.6,118.0,3.0,214.0,96.0
95,13.1,119.0,3.0,214.0,95.0
93,13.2,121.0,3.0,214.0,93.0
94,13.3,127.0,3.0,214.0,87.0
91,13.4,128.0,3.0,214.0,86.0
92,13.5,129.0,3.0,214.0,85.0
90,13.6,129.0,3.0,214.0,85.0
26,14.1,133.0,3.0,214.0,81.0
29,14.2,134.0,3.0,214.0,80.0
27,14.3,135.0,3.0,214.0,79.0
21,14.4,136.0,3.0,214.0,78.0
22,14.5,138.0,3.0,214.0,76.0
25,14.6,142.0,3.0,214.0,72.0
24,14.7,148.0,3.0,214.0,66.0
119,15.1,149.0,3.0,214.0,65.0
120,15.2,153.0,3.0,214.0,61.0
121,15.3,154.0,3.0,214.0,60.0
122,15.4,158.0,3.0,214.0,56.0
67,15.5,159.0,3.0,214.0,55.0
124,15.6,160.0,3.0,214.0,54.0
20,16.1,161.0,3.0,214.0,53.0
19,16.2,165.0,3.0,214.0,49.0
18,16.3,169.0,3.0,214.0,45.0
17,16.4,171.0,3.0,214.0,43.0
16,16.5,171.0,3.0,214.0,43.0
15,16.6,171.0,3.0,214.0,43.0
112,17.1,177.0,3.0,214.0,37.0
110,17.2,178.0,3.0,214.0,36.0
111,17.3,179.0,3.0,214.0,35.0
114,17.4,185.0,3.0,214.0,29.0
115,17.5,186.0,3.0,214.0,28.0
113,17.6,186.0,4.0,214.0,28.0
70,18.1,190.0,4.0,214.0,24.0
72,18.2,191.0,4.0,214.0,23.0
71,18.3,195.0,4.0,214.0,19.0
74,18.4,196.0,4.0,214.0,18.0
73,18.5,197.0,4.0,214.0,17.0
76,18.6,198.0,4.0,214.0,16.0
75,18.7,199.0,4.0,214.0,15.0
69,18.8,203.0,4.0,214.0,11.0
52,19.1,203.0,4.0,214.0,11.0
68,19.2,204.0,4.0,214.0,10.0
59,19.3,208.0,4.0,214.0,6.0
49,19.4,212.0,4.0,214.0,2.0
50,19.5,212.0,4.0,214.0,2.0
51,19.6,214.0,4.0,214.0,0.0
80,19.7,214.0,5.0,214.0,0.0
44,2.1,22.0,0.0,214.0,192.0
43,2.2,22.0,1.0,214.0,192.0
42,2.3,22.0,1.0,214.0,192.0
47,2.4,26.0,1.0,214.0,188.0
46,2.5,32.0,1.0,214.0,182.0
45,2.6,32.0,2.0,214.0,182.0
41,3.1,33.0,2.0,214.0,181.0
39,3.2,33.0,2.0,214.0,181.0
40,3.3,33.0,2.0,214.0,181.0
37,3.4,33.0,2.0,214.0,181.0
38,3.5,33.0,2.0,214.0,181.0
36,3.6,33.0,2.0,214.0,181.0
100,4.1,33.0,2.0,214.0,181.0
103,4.2,37.0,2.0,214.0,177.0
102,4.3,41.0,2.0,214.0,173.0
97,4.4,41.0,2.0,214.0,173.0
96,4.5,44.0,2.0,214.0,170.0
99,4.6,48.0,2.0,214.0,166.0
116,5.1,48.0,2.0,214.0,166.0
98,5.2,52.0,2.0,214.0,162.0
117,5.3,52.0,2.0,214.0,162.0
118,5.4,52.0,2.0,214.0,162.0
101,5.5,53.0,2.0,214.0,161.0
123,5.6,57.0,2.0,214.0,157.0
125,5.7,58.0,2.0,214.0,156.0
6,6.1,58.0,2.0,214.0,156.0
33,6.2,59.0,2.0,214.0,155.0
4,6.3,59.0,2.0,214.0,155.0
31,6.4,60.0,2.0,214.0,154.0
30,6.5,60.0,2.0,214.0,154.0
1,6.6,61.0,2.0,214.0,153.0
3,7.1,67.0,2.0,214.0,147.0
0,7.2,68.0,2.0,214.0,146.0
66,7.3,69.0,2.0,214.0,145.0
34,7.4,70.0,2.0,214.0,144.0
7,7.5,71.0,2.0,214.0,143.0
32,7.6,72.0,2.0,214.0,142.0
53,8.1,74.0,2.0,214.0,140.0
55,8.2,75.0,2.0,214.0,139.0
54,8.3,75.0,3.0,214.0,139.0
57,8.4,76.0,3.0,214.0,138.0
56,8.5,77.0,3.0,214.0,137.0
58,8.6,78.0,3.0,214.0,136.0
63,9.1,79.0,3.0,214.0,135.0
64,9.2,83.0,3.0,214.0,131.0
65,9.3,83.0,3.0,214.0,131.0
60,9.4,84.0,3.0,214.0,130.0
61,9.5,84.0,3.0,214.0,130.0
62,9.6,85.0,3.0,214.0,129.0
80,0.1,0.0,0.0,182.0,182.0
82,0.2,0.0,0.0,182.0,182.0
81,0.3,1.0,0.0,182.0,181.0
84,0.4,2.0,0.0,182.0,180.0
83,0.5,2.0,0.0,182.0,180.0
85,0.6,2.0,0.0,182.0,180.0
77,1.1,7.0,0.0,182.0,175.0
78,1.2,7.0,0.0,182.0,175.0
79,1.3,8.0,0.0,182.0,174.0
74,1.4,8.0,1.0,182.0,174.0
75,1.5,8.0,1.0,182.0,174.0
76,1.6,8.0,1.0,182.0,174.0
8,10.1,95.0,2.0,182.0,87.0
10,10.2,101.0,2.0,182.0,81.0
9,10.3,105.0,2.0,182.0,77.0
12,10.4,106.0,2.0,182.0,76.0
11,10.5,107.0,2.0,182.0,75.0
13,10.6,107.0,3.0,182.0,75.0
103,11.1,107.0,3.0,182.0,75.0
104,11.2,108.0,3.0,182.0,74.0
105,11.3,108.0,3.0,182.0,74.0
100,11.4,109.0,3.0,182.0,73.0
101,11.5,109.0,3.0,182.0,73.0
102,11.6,110.0,3.0,182.0,72.0
2,12.1,111.0,3.0,182.0,71.0
26,12.2,113.0,3.0,182.0,69.0
22,12.3,113.0,3.0,182.0,69.0
7,12.4,114.0,3.0,182.0,68.0
46,12.5,115.0,3.0,182.0,67.0
5,12.6,116.0,3.0,182.0,66.0
91,13.1,117.0,3.0,182.0,65.0
89,13.2,118.0,3.0,182.0,64.0
90,13.3,119.0,3.0,182.0,63.0
87,13.4,121.0,3.0,182.0,61.0
88,13.5,121.0,4.0,182.0,61.0
86,13.6,122.0,4.0,182.0,60.0
24,14.1,123.0,4.0,182.0,59.0
27,14.2,127.0,4.0,182.0,55.0
25,14.3,127.0,4.0,182.0,55.0
20,14.4,131.0,4.0,182.0,51.0
21,14.5,132.0,4.0,182.0,50.0
23,14.6,138.0,4.0,182.0,44.0
117,15.1,142.0,4.0,182.0,40.0
118,15.2,142.0,4.0,182.0,40.0
119,15.3,142.0,4.0,182.0,40.0
120,15.4,143.0,4.0,182.0,39.0
65,15.5,145.0,4.0,182.0,37.0
122,15.6,146.0,4.0,182.0,36.0
19,16.1,147.0,4.0,182.0,35.0
18,16.2,151.0,4.0,182.0,31.0
17,16.3,152.0,4.0,182.0,30.0
16,16.4,152.0,5.0,182.0,30.0
15,16.5,152.0,5.0,182.0,30.0
14,16.6,152.0,5.0,182.0,30.0
108,17.1,154.0,5.0,182.0,28.0
106,17.2,155.0,5.0,182.0,27.0
107,17.3,155.0,5.0,182.0,27.0
111,17.4,155.0,6.0,182.0,27.0
112,17.5,156.0,6.0,182.0,26.0
109,17.6,157.0,6.0,182.0,25.0
110,17.7,157.0,6.0,182.0,25.0
67,18.1,159.0,6.0,182.0,23.0
69,18.2,159.0,7.0,182.0,23.0
68,18.3,163.0,7.0,182.0,19.0
71,18.4,163.0,7.0,182.0,19.0
70,18.5,167.0,7.0,182.0,15.0
73,18.6,169.0,7.0,182.0,13.0
72,18.7,169.0,8.0,182.0,13.0
50,19.1,170.0,8.0,182.0,12.0
66,19.2,170.0,9.0,182.0,12.0
57,19.3,174.0,9.0,182.0,8.0
47,19.4,175.0,9.0,182.0,7.0
48,19.5,181.0,9.0,182.0,1.0
49,19.6,182.0,10.0,182.0,0.0
42,2.1,9.0,1.0,182.0,173.0
41,2.2,9.0,1.0,182.0,173.0
40,2.3,13.0,1.0,182.0,169.0
45,2.4,14.0,1.0,182.0,168.0
44,2.5,14.0,1.0,182.0,168.0
43,2.6,15.0,1.0,182.0,167.0
39,3.1,15.0,1.0,182.0,167.0
37,3.2,15.0,1.0,182.0,167.0
38,3.3,16.0,1.0,182.0,166.0
35,3.4,20.0,1.0,182.0,162.0
36,3.5,21.0,1.0,182.0,161.0
34,3.6,25.0,1.0,182.0,157.0
96,4.1,29.0,1.0,182.0,153.0
99,4.2,30.0,1.0,182.0,152.0
98,4.3,30.0,1.0,182.0,152.0
93,4.4,34.0,1.0,182.0,148.0
92,4.5,38.0,1.0,182.0,144.0
95,4.6,40.0,1.0,182.0,142.0
94,4.7,43.0,1.0,182.0,139.0
113,5.1,43.0,1.0,182.0,139.0
114,5.2,45.0,1.0,182.0,137.0
115,5.3,51.0,1.0,182.0,131.0
116,5.4,51.0,1.0,182.0,131.0
97,5.5,55.0,1.0,182.0,127.0
121,5.6,56.0,1.0,182.0,126.0
123,5.7,60.0,1.0,182.0,122.0
6,6.1,61.0,1.0,182.0,121.0
31,6.2,65.0,1.0,182.0,117.0
4,6.3,66.0,1.0,182.0,116.0
29,6.4,68.0,1.0,182.0,114.0
28,6.5,69.0,1.0,182.0,113.0
1,6.6,70.0,1.0,182.0,112.0
3,7.1,74.0,1.0,182.0,108.0
0,7.2,75.0,1.0,182.0,107.0
64,7.3,75.0,1.0,182.0,107.0
32,7.4,75.0,1.0,182.0,107.0
33,7.5,81.0,1.0,182.0,101.0
30,7.6,81.0,1.0,182.0,101.0
51,8.1,81.0,2.0,182.0,101.0
53,8.2,83.0,2.0,182.0,99.0
52,8.3,84.0,2.0,182.0,98.0
55,8.4,85.0,2.0,182.0,97.0
54,8.5,86.0,2.0,182.0,96.0
56,8.6,86.0,2.0,182.0,96.0
61,9.1,87.0,2.0,182.0,95.0
62,9.2,89.0,2.0,182.0,93.0
63,9.3,91.0,2.0,182.0,91.0
58,9.4,91.0,2.0,182.0,91.0
59,9.5,92.0,2.0,182.0,90.0
60,9.6,94.0,2.0,182.0,88.0
83,0.1,1.0,0.0,135.0,134.0
85,0.2,1.0,1.0,135.0,134.0
84,0.3,1.0,1.0,135.0,134.0
87,0.4,1.0,1.0,135.0,134.0
86,0.5,1.0,1.0,135.0,134.0
88,0.6,1.0,1.0,135.0,134.0
80,1.1,1.0,1.0,135.0,134.0
81,1.2,2.0,1.0,135.0,133.0
82,1.3,2.0,1.0,135.0,133.0
76,1.4,3.0,1.0,135.0,132.0
77,1.5,4.0,1.0,135.0,131.0
78,1.6,10.0,1.0,135.0,125.0
79,1.7,16.0,1.0,135.0,119.0
9,10.1,77.0,5.0,135.0,58.0
11,10.2,78.0,5.0,135.0,57.0
10,10.3,78.0,5.0,135.0,57.0
13,10.4,78.0,5.0,135.0,57.0
12,10.5,78.0,5.0,135.0,57.0
14,10.6,78.0,5.0,135.0,57.0
106,11.1,78.0,5.0,135.0,57.0
107,11.2,78.0,5.0,135.0,57.0
108,11.3,78.0,5.0,135.0,57.0
103,11.4,78.0,6.0,135.0,57.0
104,11.5,78.0,6.0,135.0,57.0
105,11.6,78.0,6.0,135.0,57.0
2,12.1,78.0,6.0,135.0,57.0
27,12.2,79.0,6.0,135.0,56.0
48,12.3,80.0,6.0,135.0,55.0
34,12.4,86.0,6.0,135.0,49.0
47,12.5,87.0,6.0,135.0,48.0
5,12.6,88.0,6.0,135.0,47.0
94,13.1,89.0,6.0,135.0,46.0
92,13.2,89.0,6.0,135.0,46.0
93,13.3,90.0,6.0,135.0,45.0
90,13.4,90.0,6.0,135.0,45.0
91,13.5,90.0,6.0,135.0,45.0
89,13.6,90.0,7.0,135.0,45.0
25,14.1,94.0,7.0,135.0,41.0
